file,pe_min,pe_p10,pe_p25,pe_median,pe_p75,pe_p90,pe_max,pe_mean,pe_std,pe_skew,pe_kurt,stress_I1_min,stress_I1_p10,stress_I1_p25,stress_I1_median,stress_I1_p75,stress_I1_p90,stress_I1_max,stress_I1_mean,stress_I1_std,stress_I1_skew,stress_I1_kurt,stress_vm_min,stress_vm_p10,stress_vm_p25,stress_vm_median,stress_vm_p75,stress_vm_p90,stress_vm_max,stress_vm_mean,stress_vm_std,stress_vm_skew,stress_vm_kurt,sxx_min,sxx_p10,sxx_p25,sxx_median,sxx_p75,sxx_p90,sxx_max,sxx_mean,sxx_std,sxx_skew,sxx_kurt,syy_min,syy_p10,syy_p25,syy_median,syy_p75,syy_p90,syy_max,syy_mean,syy_std,syy_skew,syy_kurt,szz_min,szz_p10,szz_p25,szz_median,szz_p75,szz_p90,szz_max,szz_mean,szz_std,szz_skew,szz_kurt,sxy_min,sxy_p10,sxy_p25,sxy_median,sxy_p75,sxy_p90,sxy_max,sxy_mean,sxy_std,sxy_skew,sxy_kurt,sxz_min,sxz_p10,sxz_p25,sxz_median,sxz_p75,sxz_p90,sxz_max,sxz_mean,sxz_std,sxz_skew,sxz_kurt,syz_min,syz_p10,syz_p25,syz_median,syz_p75,syz_p90,syz_max,syz_mean,syz_std,syz_skew,syz_kurt,coord_min,coord_p10,coord_p25,coord_median,coord_p75,coord_p90,coord_max,coord_mean,coord_std,coord_skew,coord_kurt,voro_vol_min,voro_vol_p10,voro_vol_p25,voro_vol_median,voro_vol_p75,voro_vol_p90,voro_vol_max,voro_vol_mean,voro_vol_std,voro_vol_skew,voro_vol_kurt,frac_coord_le_11,frac_coord_le_10,frac_coord_le_9,frac_vm_top5,frac_pe_top5,coord_bin_4_5,coord_bin_6_7,coord_bin_8_9,coord_bin_10_11,coord_bin_12,coord_below_8,coord_perfect_12,pe_bin_0,pe_bin_1,pe_bin_2,pe_bin_3,pe_bin_4,pe_bin_5,pe_bin_6,pe_bin_7,pe_bin_8,pe_bin_9,pe_below_min,pe_above_max,pe_absolute_min,file_path
dump.ni_fcc_r0.7_c8.8_7.2_7.8_n.004000,-4.4699,-4.436321,-4.42626,-4.41326,-4.3981,-4.382149,-4.07913,-4.410555107448108,0.023346817909706642,2.0450257417827085,17.188059992398237,-4337930.0,-1380708.2,-677623.5449999999,43414.0,753116.2,1375363.2000000002,3797340.0,19257.09820249695,1067159.9385391718,-0.131164067154999,-0.03491571394840687,132204.85253204854,642865.4623929689,831414.647877974,1073064.5764663143,1345358.7670189736,1622975.9030314106,2947957.6124435216,1108736.8847184477,388424.4837837809,0.5675568874300865,0.4388772707518678,-2146440.0,-602936.0,-302145.5,22699.050000000003,338233.5,592620.2000000001,1703140.0,7065.241178363858,465794.4261911198,-0.210761287030039,0.03326376960546673,-1834570.0,-603510.4,-290584.75,25128.65,325508.75,578848.3,1573760.0,5636.051576636142,461885.6178266453,-0.24164192594304593,0.06432997606642799,-1773840.0,-594523.5,-294111.75,20099.0,321997.75,585358.0,1524510.0,6555.805447496947,460448.3018568912,-0.20128704902728897,0.04425437787340636,-1241080.0,-414785.0,-217567.5,186.82600000000002,216522.25,415559.3000000001,1464610.0,602.5974695115992,331417.53593984916,0.026067050237682732,0.2565588860780892,-1462530.0,-420113.8,-214239.25,-1092.39,215029.5,417962.0,1281530.0,-482.8463920695978,329884.82940306235,-0.025097304269617017,0.2119901934439321,-1345500.0,-419454.3,-219471.75,-918.1175000000001,217728.75,420796.7,1321840.0,-20.12298039682528,331762.9921181631,0.006149330524608237,0.23096616995061403,11.0,13.0,13.0,14.0,15.0,15.0,17.0,13.983150183150183,0.9118732803028096,0.05303188657523496,-0.165945523131934,10.3808,10.81757,10.927375000000001,11.05115,11.174325,11.2883,14.7695,11.054349004884006,0.19830258286381683,2.116660489178431,31.54445054342169,0.00018315018315018315,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.00018315018315018315,0.9998168498168498,0.0,0.04304029304029304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.4699,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_7.2_7.8_n.004000
dump.ni_fcc_r0.7_c8.8_7.2_7.8_n.005000,-4.46833,-4.436211,-4.4258325,-4.41271,-4.3969475000000005,-4.380189,-4.1145,-4.4097172631257635,0.023944116146317126,1.7199171799110917,11.756573038538248,-5006060.0,-1386074.0,-689239.25,33064.0,751685.075,1401215.6700000002,4492080.0,16665.850256270878,1089836.6030929936,-0.124807601604539,0.10093976373834357,139317.33761444973,651542.6568803072,841514.0468173461,1084099.3364137562,1362582.554001747,1642126.9392956565,3592403.4859943003,1122709.0330361964,391968.606276941,0.5790441224016467,0.4944314365683269,-1936810.0,-603852.1,-300978.25,22091.050000000003,329931.25,595715.1,1740880.0,5814.94035870635,470685.88501488446,-0.20564898295221432,0.07135726059452185,-1993160.0,-608548.7,-298936.25,21409.5,333601.0,596776.1,1634260.0,6051.282593229975,469887.5794581103,-0.23347926170141403,0.08898695888860209,-2253370.0,-606667.3,-308216.75,21260.6,332915.25,602665.8,1538620.0,4799.627304334554,473096.4428573739,-0.1946975613837055,0.08140451816964056,-1331670.0,-425964.1,-219396.5,-2289.2349999999997,215777.75,421200.60000000003,1782410.0,-2233.722733699634,334113.43748727493,-0.027781269743204877,0.278794004947335,-1371590.0,-425706.6,-220205.75,2513.045,219696.0,421753.6,1430280.0,-479.3998000183144,334498.7110753155,-0.005272628138557986,0.23710531174111038,-1551210.0,-424514.5,-220199.5,846.0375,217535.25,423347.60000000003,1395180.0,-194.72684901709394,335779.4528375781,0.011031455164681465,0.26315891072140873,11.0,13.0,13.0,14.0,15.0,15.0,17.0,13.997313797313797,0.914164667509981,0.07915194365174431,-0.16969651121717,10.302,10.81869,10.927875,11.0523,11.178225000000001,11.2992,14.9246,11.056932582417582,0.20255620806887156,2.033299363570587,28.977256690675333,0.00018315018315018315,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.00018315018315018315,0.9998168498168498,0.0,0.03962148962148962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.46833,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_7.2_7.8_n.005000
dump.ni_fcc_r0.7_c8.8_8.7_7.6_ss.001000,-4.46775,-4.43558,-4.42533,-4.41228,-4.396775,-4.380796,-4.00351,-4.409435856889919,0.024137535237257892,2.3076241331142944,22.494559879965156,-4449680.0,-1339975.1799999997,-674642.35,53447.100000000006,773412.4,1397193.6,3960144.0,36773.01415626107,1073105.2244821484,-0.09708961537487835,0.03877172201980894,123022.7508737713,654181.679831083,849871.649805598,1096306.3084456641,1377632.8418694823,1661497.1861321856,3665623.3947249902,1134462.6029340604,396596.8874104092,0.5865663252126282,0.5777658719461476,-1999180.0,-599144.3999999999,-299125.5,26414.7,337053.5,599995.0000000005,1734310.0,10093.53446839856,468127.02311850607,-0.20481664240834854,0.053704368982244954,-1961410.0,-594602.2,-287289.5,29201.9,334769.5,597343.6000000001,1571740.0,14564.13121326699,462423.79139888065,-0.20968946447118203,0.07275580342117882,-2385180.0,-583079.0,-289539.5,23882.0,331634.5,593942.0,1748560.0,12115.348474595521,463738.1385295997,-0.21613736817372503,0.16872160194834596,-1538020.0,-430552.19999999995,-227395.0,-2439.18,227039.0,427049.40000000014,1466670.0,-1041.8161754563769,340452.88326807896,0.019013667964564197,0.21002284133694982,-1550450.0,-436670.19999999995,-228005.5,336.87,227057.0,434181.0000000002,1944340.0,-1097.3142063984367,341839.6572181286,-0.0018791257132631032,0.21892510327892856,-1605640.0,-431671.79999999993,-224591.0,-2473.35,221931.5,429188.8000000001,1458610.0,-1611.0457832895777,341460.41149889736,-0.0005559307598193477,0.30804957132851474,11.0,13.0,13.0,14.0,15.0,15.0,17.0,13.965809878502961,0.9144921301717971,0.053141064361200065,-0.15987533548884514,10.4094,10.82476,10.932549999999999,11.057,11.18275,11.2958,16.9093,11.062053879968252,0.2074095659585178,3.9413746414224287,81.90460618268871,0.0004884303071005556,0.0,0.0,0.05000305268941938,0.05000305268941938,0.0,0.0,0.0,0.0004884303071005556,0.9995115696928994,0.0,0.04493558825325111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.46775,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_8.7_7.6_ss.001000
dump.ni_fcc_r0.7_c8.8_8.7_7.6_ss.002000,-4.46691,-4.436552000000001,-4.42618,-4.4129,-4.39736,-4.381048,-3.97556,-4.410088092069112,0.024158562825920906,2.3603234708248038,24.150545362798496,-4401280.0,-1366618.8,-699306.8,46970.0,754554.865,1377806.4,3926270.0,16974.28983717688,1071115.7782843187,-0.11870557677055847,0.007312955191985271,150981.7573527981,657464.5816158549,842750.5822049363,1080192.591561801,1352408.4093010086,1627138.4116712308,2935172.610343044,1118834.1879301746,385012.17595184036,0.5882941371996387,0.5061222334343132,-1979920.0,-596779.7999999999,-299824.0,21074.5,322083.0,586887.6,1635930.0,5492.803447525491,462248.7235939276,-0.19524456072407842,0.03611301697356417,-2296170.0,-597367.0,-298173.5,21939.7,324435.0,590448.2000000001,1491350.0,6487.343342078272,463312.38901680167,-0.19947822054980777,0.05797042060166291,-2057390.0,-605990.2,-295374.5,22753.1,324563.5,591096.6,1485910.0,4994.143047573111,466054.11904641864,-0.19104335544444145,0.03459989435035071,-1367000.0,-428260.19999999995,-229362.5,-865.116,221518.0,428491.8000000001,1415530.0,-1449.0955600097684,336610.43544743495,0.014706760624827026,0.170254683277276,-1609910.0,-419424.39999999997,-219127.5,-2987.28,219027.0,425250.20000000007,1426800.0,659.9959879540882,331443.07956363185,0.026438338010534444,0.19093647930418634,-1420730.0,-425727.1999999999,-220537.5,281.101,222849.5,421330.8,1410750.0,1463.9868023884242,334633.2018345465,0.025725523531778722,0.21951790283177353,10.0,13.0,13.0,14.0,15.0,15.0,17.0,13.978509066487575,0.9220582557516934,0.047665545760486004,-0.11549591000822579,10.4388,10.8157,10.9265,11.0524,11.17595,11.2928,16.1087,11.055576451553819,0.2071060674520196,3.5300737715388695,64.79052778521746,0.0004884303071005556,6.105378838756945e-05,0.0,0.05000305268941938,0.05000305268941938,0.0,0.0,0.0,0.0004884303071005556,0.9995115696928994,0.0,0.0453629647719641,6.105378838756945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999389462116124,0.0,-4.46691,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_8.7_7.6_ss.002000
dump.ni_fcc_r0.7_c8.8_8.7_7.6_ss.003000,-4.47372,-4.43585,-4.42544,-4.41237,-4.39667,-4.380738,-4.01174,-4.409407483362842,0.024223896566643158,2.2943252278800537,22.150312115555717,-4498087.0,-1393591.8,-702027.0,34352.5,768373.0,1392251.2,3824440.0,11556.23569895781,1092792.3328091893,-0.1529779989288273,0.04394112096963587,147536.46100405927,655823.7888620391,850239.3354572894,1090317.9375627092,1368140.0008530458,1639785.47387411,3920196.796402446,1127321.7605990754,389890.0579964584,0.5779347281721268,0.5822978742812404,-2137800.0,-611046.0,-298585.5,26269.1,326390.0,584552.8,1548910.0,3491.6084486000373,468141.76917273825,-0.26310884763735937,0.14410420092307374,-2008720.0,-605629.0,-305805.0,19290.9,331387.0,598502.2000000001,1598620.0,4359.772507863729,470986.3806198933,-0.20533254776878945,0.021093769820632602,-2053600.0,-616278.6,-305643.0,22035.1,328983.0,601247.4000000001,1667810.0,3704.8547424940475,476825.7292231551,-0.21731901267338916,0.13870414250583885,-1494280.0,-430036.0,-220106.5,-644.468,224276.5,422168.0,1563120.0,-43.08393872031225,334252.38746301277,0.004462101848742349,0.18385489719263148,-1485980.0,-424966.19999999995,-223803.0,1027.95,221038.0,424363.2,1789680.0,1921.704845088222,335837.75690160686,0.028261776401928746,0.25233711252278024,-1441140.0,-425563.2,-222684.0,-1128.71,225904.5,427682.40000000014,1233390.0,783.774529672141,338611.7427014921,0.007374623003632933,0.1828994312496275,10.0,13.0,13.0,14.0,15.0,15.0,17.0,14.007204347029733,0.920026900985891,0.05021354938444262,-0.16842845720724497,10.3919,10.8163,10.92715,11.0518,11.1806,11.30002,16.6891,11.05737933329263,0.20911977860961523,3.28109813388318,64.07265214239698,0.0004273765187129861,6.105378838756945e-05,0.0,0.05000305268941938,0.05000305268941938,0.0,0.0,0.0,0.0004273765187129861,0.9995726234812871,0.0,0.040234446547408265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.47372,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_8.7_7.6_ss.003000
dump.ni_fcc_r0.7_c8.8_8.7_7.6_ss.004000,-4.47183,-4.436332,-4.42644,-4.41335,-4.39823,-4.3819040000000005,-3.96801,-4.4105676372183895,0.02384997063497798,2.603782533730979,29.17736306988357,-4233300.0,-1361085.8,-669961.0,57935.0,771260.3200000001,1383566.4000000006,4087550.0,32468.770567482752,1076036.8815498312,-0.1440927621338954,0.019791808840840197,100088.7420209461,642673.6990795718,833415.5081287883,1071645.0811252764,1344272.5341981216,1619720.6870257438,2973452.254068661,1107846.4330079376,386276.00256183656,0.5712609843163736,0.43912028692378247,-2334610.0,-600562.6,-294148.0,29668.6,339964.5,602623.0,1720820.0,11893.426807466878,467455.9518993087,-0.2242132673057029,0.03698804620357965,-1975520.0,-589574.7999999999,-291738.0,31624.7,331390.0,587160.2000000001,1669290.0,10115.054315849562,462508.0622257239,-0.239646782570209,0.08632932875508281,-1924690.0,-592314.0,-289423.0,25723.6,331554.0,594896.4000000004,1613490.0,10460.28944416631,464554.8898812137,-0.23385228978506223,0.09091838766613769,-1415350.0,-416028.8,-215450.5,-1212.56,215140.5,416507.0000000002,1501530.0,-372.03178908968766,330588.6092287621,0.009676033061616027,0.29739367427707153,-1262180.0,-421591.19999999995,-218587.5,2022.99,214934.0,420353.2,1327650.0,-241.62038502338288,329076.51797899464,-0.010127484826538559,0.14102035664424628,-1431390.0,-411092.4,-217474.0,1628.66,221835.0,421527.6000000001,1333210.0,2148.6891955736005,331872.36594841554,-0.014467312196250734,0.24537806333766277,9.0,13.0,13.0,14.0,15.0,15.0,17.0,13.959338176933878,0.9105465832903871,0.03409700200731785,-0.1201918793448562,10.3562,10.8202,10.92875,11.0518,11.1786,11.2915,15.9933,11.05699862628976,0.2053552409209217,3.3811974699835377,65.63869293824834,0.00018316136516270836,0.0001221075767751389,6.105378838756945e-05,0.05000305268941938,0.05000305268941938,0.0,0.0,6.105378838756945e-05,0.0001221075767751389,0.9998168386348373,0.0,0.045790341290677085,0.0001221075767751389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998778924232249,0.0,-4.47183,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_8.7_7.6_ss.004000
dump.ni_fcc_r0.7_c8.8_8.7_7.6_ss.005000,-4.47055,-4.43596,-4.42581,-4.41236,-4.3966449999999995,-4.37964,-3.97509,-4.409353799987789,0.02450726570472401,2.3230823253113897,23.223787009441935,-5088280.0,-1385152.2,-695208.245,63991.0,779831.8,1411387.0000000005,4383480.0,27266.431847963246,1096849.0319128928,-0.14094167410474506,0.07628337119886197,110772.53922677001,652105.8209924971,840986.5039355436,1083826.2520950811,1360628.8523706354,1652717.99046908,3420801.864010146,1124710.8623289058,395962.22350422794,0.6349488017889516,0.7202444570668587,-1997550.0,-603973.7999999999,-297385.0,28183.4,333028.5,600491.8,1771700.0,8524.296579406557,471951.639380612,-0.20078491305071988,0.07776114248278487,-2144380.0,-601005.9999999999,-302078.0,31030.4,340157.0,597211.6000000002,1737030.0,10605.364276109653,471007.95927669614,-0.2145320731367658,0.064575268316164,-2504770.0,-611630.8,-300772.5,28649.6,338358.0,600650.6,1592230.0,8136.770992447038,476142.9159709717,-0.2290677149305217,0.09773392404840386,-1775600.0,-421839.8,-215929.0,-1560.85,221046.0,419504.80000000016,1563290.0,-1248.1131805238415,335264.6568585844,-0.05701062448192134,0.32852586815259244,-1834100.0,-423809.19999999995,-222827.0,1882.93,220055.5,424011.2,1331050.0,-328.29569968862546,335371.2133221573,-0.006050047131822737,0.30879313253859086,-1741930.0,-426950.8,-218119.5,716.161,218744.5,428125.4000000001,1572690.0,987.424093953233,337533.4172223592,0.032996035687822584,0.3077100252527192,10.0,13.0,13.0,14.0,15.0,15.0,17.0,13.98241650894438,0.9171616487624622,0.040907348166554405,-0.1805583330496079,10.3223,10.816180000000001,10.930250000000001,11.0566,11.183,11.2974,17.3716,11.060472544111361,0.21388174584443584,4.132869429603531,89.03645182116814,0.000549484095488125,0.0001221075767751389,0.0,0.05000305268941938,0.05000305268941938,0.0,0.0,0.0,0.000549484095488125,0.9994505159045118,0.0,0.042005006410647784,0.0001221075767751389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998778924232249,0.0,-4.47055,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_8.7_7.6_ss.005000
dump.ni_fcc_r0.7_c8.8_8.9_7.2_ss.001000,-4.46732,-4.435613999999999,-4.42534,-4.41237,-4.39668,-4.38077,-3.9992,-4.409474856828866,0.024105157777993696,2.3817911830670444,24.390217434041958,-4445080.0,-1339965.7999999998,-679762.3999999999,55482.0,774581.45,1393132.3600000006,3951557.0,37984.91130252701,1070648.5572175418,-0.10474032846967789,0.034459459483517474,114614.78435003705,659633.4885067197,849615.9743781898,1097273.9036115822,1377798.6927774902,1662417.2465123457,3672516.6757341744,1134216.032702368,396299.6396994782,0.5768020332869052,0.5522468896874289,-2041320.0,-599549.2,-296817.0,26767.1,336715.0,599470.6000000001,1722910.0,10443.792973451373,467418.8813224441,-0.2103498119069348,0.06589010038212928,-2062780.0,-591592.6,-288054.0,31585.1,334543.5,597655.6000000001,1498070.0,15017.297391165515,461440.72948564705,-0.21369076829144212,0.07400253536487078,-2417380.0,-588362.3999999999,-290653.0,27243.7,331625.5,595687.2000000001,1759020.0,12523.820937910128,462836.1183018841,-0.2183232670706892,0.16445476556564564,-1475810.0,-431135.0,-228310.0,-5258.56,226368.5,431163.4000000001,1472330.0,-1087.9762026595026,340566.3137619103,0.018341195821099287,0.18770021157832684,-1572380.0,-435606.8,-227171.0,-1081.85,227145.5,434976.4,1959150.0,-1095.8433278984671,341739.08099668956,-0.00472867076818085,0.21984576632397346,-1524950.0,-431949.9999999999,-224541.0,-2194.33,222159.5,428899.4000000001,1432740.0,-1769.8307218938878,341535.23906288325,0.0005926358444054146,0.29823055489413486,9.0,13.0,13.0,14.0,15.0,15.0,17.0,13.965931986079736,0.9152975318872502,0.04674495185450579,-0.11542694251143004,10.4119,10.825,10.9327,11.0573,11.1831,11.295919999999999,17.2637,11.06232560595885,0.2068782133512678,3.885629756235294,82.88013376028528,0.0004273765187129861,0.0001221075767751389,6.105378838756945e-05,0.05000305268941938,0.05012516026619452,0.0,0.0,6.105378838756945e-05,0.0003663227303254167,0.9995726234812871,0.0,0.044752426888088406,6.105378838756945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999389462116124,0.0,-4.46732,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_8.9_7.2_ss.001000
dump.ni_fcc_r0.7_c8.8_8.9_7.2_ss.002000,-4.46688,-4.436292,-4.426,-4.41287,-4.39751,-4.38093,-3.9823,-4.410082966603578,0.024127070098986483,2.4189311670534845,25.760633247563735,-4322704.0,-1376952.64,-699181.3,48436.0,755148.05,1382962.4000000006,3701980.0,17343.15297192869,1070900.3441448018,-0.12517874342979413,-0.006226566031594771,128869.27435971695,654866.5523630722,842362.0553722236,1078071.2688253731,1350421.5903733973,1627691.9421137252,2947478.911060201,1117954.3378662777,386154.39656841697,0.5978304818724581,0.5193780668948498,-1866170.0,-596025.0,-297540.0,21281.6,325251.0,582763.4000000003,1614770.0,5676.4496879540875,461890.2859780455,-0.19645511610792507,0.029944123352320773,-2346290.0,-600174.0,-298466.0,21640.4,329115.0,586071.4000000001,1570950.0,6355.693760119667,463623.7463660918,-0.20408058342329408,0.08315257929509601,-1811030.0,-607375.3999999999,-298715.0,22831.0,325894.5,588002.2,1535890.0,5311.009523854937,465717.85907803616,-0.18927960443163167,0.006742043729878411,-1449160.0,-429017.8,-227491.5,860.507,220761.0,423263.2000000001,1399240.0,-1457.2928230478053,336485.3345462597,-0.008121378650436694,0.17333316537609722,-1545630.0,-415128.8,-217258.0,-4096.36,218391.5,420175.80000000005,1453880.0,696.7832915312285,331099.2788535845,0.02210753381806013,0.19925344949995782,-1402970.0,-422316.6,-219553.0,3250.12,224485.5,424234.8,1439610.0,1382.8922056108427,334709.50026893074,0.028382360175518595,0.24928760871621902,10.0,13.0,13.0,14.0,15.0,15.0,18.0,13.976066914952073,0.920738997911502,0.0576668874045163,-0.0942652241473727,10.4168,10.8144,10.9267,11.0509,11.1772,11.29452,15.8327,11.055662128335063,0.2058851345882301,3.2544878124884016,58.52336190848538,0.0003663227303254167,6.105378838756945e-05,0.0,0.05000305268941938,0.05000305268941938,0.0,0.0,0.0,0.0003663227303254167,0.9996336772696746,0.0,0.04548507234873924,0.0001221075767751389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998778924232249,0.0,-4.46688,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_8.9_7.2_ss.002000
dump.ni_fcc_r0.7_c8.8_8.9_7.2_ss.003000,-4.47001,-4.435722,-4.425415,-4.41229,-4.39681,-4.38065,-4.00379,-4.40946039562855,0.024061775171691155,2.2813450736796987,22.435254747348036,-4604628.0,-1383274.4,-711990.5,39945.0,764713.35,1393526.6000000008,3842960.0,14776.155720996398,1090810.1701662282,-0.14317600416934992,0.061135890240220814,162084.11392999737,656842.8606530357,852682.0328630935,1091525.2879410328,1365925.5239337352,1640996.6321240831,3391847.0814811215,1127882.5826771397,390214.32005399134,0.5718122224202518,0.5529051345318794,-2068840.0,-609084.2,-297059.5,27206.2,328659.0,587042.0000000002,1561720.0,5200.2010923133275,468033.24066715024,-0.26125578443983133,0.1662942912165648,-2047960.0,-609231.6,-301472.0,19665.2,332217.5,599115.8,1542990.0,4779.622397863118,470145.5111302758,-0.19199078441152068,0.020287915284414204,-2079360.0,-603334.2,-303369.0,22378.5,327200.0,603044.8,1725600.0,4796.332230819952,475831.13633812417,-0.2191458792281728,0.12432620416484452,-1546550.0,-426699.4,-224751.0,1989.08,222833.0,424109.60000000003,1747950.0,292.63949559802126,334597.95311672764,0.008017499475620587,0.17148457820249519,-1410670.0,-425624.2,-219275.0,928.472,223994.5,421888.80000000016,1559400.0,1717.647592978814,336588.00215807394,0.02272785329730531,0.24116947187331483,-1333680.0,-424446.6,-225992.0,-211.221,226907.5,428052.2,1198220.0,335.5027069296047,338568.16446551814,0.004702635348650298,0.1813292649267857,10.0,13.0,13.0,14.0,15.0,15.0,17.0,14.001953721228402,0.9185918878104927,0.04246315692583326,-0.1724581500405873,10.3837,10.8173,10.9271,11.0531,11.1807,11.30032,17.1316,11.057886262897613,0.2117292936967548,4.029515934359734,88.02395474439678,0.0006105378838756945,6.105378838756945e-05,0.0,0.05000305268941938,0.05006410647780695,0.0,0.0,0.0,0.0006105378838756945,0.9993894621161243,0.0,0.040234446547408265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.47001,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_8.9_7.2_ss.003000
dump.ni_fcc_r0.7_c8.8_8.9_7.2_ss.004000,-4.47409,-4.43622,-4.42631,-4.41333,-4.39822,-4.382257999999999,-3.96776,-4.410510965870931,0.023864299175133524,2.5247155308234306,26.76894335423594,-4314228.0,-1360766.4,-684717.7,45241.19999999995,780254.3,1392177.16,3977530.0,27458.934601459183,1076328.2697758456,-0.15379433259972206,-0.023565347582628515,144912.8429184063,644722.6077504742,833454.2942439762,1074515.3616271617,1341820.3362185443,1615514.7309776584,3092871.66161855,1108857.5448386988,384026.8398390942,0.5675368674101573,0.47589452609818705,-2425890.0,-601687.6,-300551.0,26183.6,339780.5,602057.4000000001,1823300.0,10536.476234800659,468909.27544553584,-0.20043294092686564,0.0071228249481825046,-1910640.0,-591951.6,-292869.0,28681.7,330283.0,588701.0,1742630.0,8065.540333414738,463963.7333027715,-0.2502372396955667,0.08974884762775881,-1865260.0,-594188.2,-294783.0,25810.2,333153.5,582784.6000000001,1535080.0,8856.918033243786,462154.96672420553,-0.22453364291814149,0.03457852531033545,-1361420.0,-417663.8,-218960.5,1620.74,216473.5,416392.8,1492940.0,385.4037065938094,330273.63556284696,0.00964311941624679,0.24564860052252646,-1268840.0,-416540.0,-220047.0,1445.32,218716.5,415345.8,1305160.0,-268.3279674400143,329360.5691496015,-0.012384731037783689,0.13312914553936883,-1359650.0,-420735.2,-219229.5,1386.2,221661.5,418312.8000000003,1373940.0,1160.5950648714827,331955.3972126099,-0.008016344745111864,0.21800905012151306,9.0,13.0,13.0,14.0,15.0,15.0,18.0,13.980707002869527,0.9117857439893237,0.040456088539993496,-0.10236531967957152,10.3516,10.8196,10.92735,11.0518,11.1792,11.2919,15.934,11.056373533182734,0.20552070355735247,3.315710314425475,61.74131455430607,0.000549484095488125,0.0001221075767751389,6.105378838756945e-05,0.05000305268941938,0.05000305268941938,0.0,0.0,6.105378838756945e-05,0.0004884303071005556,0.9994505159045118,0.0,0.04121130716160938,6.105378838756945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999389462116124,0.0,-4.47409,/home/santi-simaf/Escritorio/ENERGY.PY-V2/databases/results_plus_plus/dump.ni_fcc_r0.7_c8.8_8.9_7.2_ss.004000
